 Analogue 78 Kolsch, Blue Buck Ale, Bottle Rocket ISA, Citricity Grapefruit Zest IPA, Electric Unicorn White IPA, Hop Circle IPA, Pilsner Pilsner, Short Wave Pale Ale
Current taps not listed
 Arcus Pilsner, White Bark Witbier, New Growth Pale Ale, Naughty Hildegard ESB, Fat Tug IPA, Black Stone Porter
Current taps not listed
 Shipwreck IPA, Citrus Shore Session Ale, Tasman Pale Ale, Seaport Vanilla Stout, Race Rocks Ale, Keepers Stout, Numbskull Motueka Edition Imperial IPA, Nightwatch Coffee Lager
 Holy Willie's Robust Porter, Mistress of My Soul Saison, Keekin' Glass Pilsner, Silver Flood Belgian Wit
 Stiff Jab Pale Ale, Springboard IPA, Renfrew Red Ale, Bonfire Blonde Ale
 Vienna Lager, Belgian Blonde Ale, Oatmeal Stout, I.P.A., German Pilsner, West Coast Belgian IPA, Saison, Foreign Extra Stout, Czech Lager, Marzen, Barleywine
Current taps not listed
 Helles, Witbier, West Coast, Amber, Maibock, Rye I.S.A.
Current taps not listed
 Black Lager, Chocoholic Chocolate Milk Stout, Coffee Blonde, Dragonfly Rye Saison, English Style India Pale Ale, Estate Sooke Bitter, Fan Tan Abbey, House Dry Apple Cider, Jolly Hopper Imperial IPA, Josta-Melon Sour, Juice Monkey IPA, Lager, Mitchell's Extra Special Bitter, Nut Brown Ale, Original Pale Ale, Ortega Blonde, Perry Cider, Sheringham Gin Botanical Cider, Snakebite, 'Fig Deal' Barley Wine
 Berliner-Style Weiss, Light Side of the Moon, Creepy Uncle Dunkel, Tranquility IPA, Hip As Funk, Potts Pils, This is Hefeweizen
Current taps not listed
 LANGFORD LOGGER ABV, SPEEDWAY RPA, TESSIERS WITBIER, WEST SHORE IPA, AXE STOUT, KING KOLSCH, FRUITY MOTHER PUCKER
